ADDRESS,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,BDRMS+,SIZE_SQFT,AGE,STYLE,BSMT,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,PARCEL_NO,COMMUNITY,TYPE,LAT,LON
40 Ervin Crescent ,"$899,900",['Sold on Nov 22 2021'],"$1,015,000",5,4,2,-,-,2-Storey,Apartment,-,-,2021,4890,-,28.5,-,Hanlon Creek,ResidentialProperty,43.510183,-80.231422
40 Ferman Drive ,"$824,900",['Sold on Oct 25 2021'],"$940,200",4,3,-,1100-1500,31-50 years,2-Storey,Finished,-,-,2021,4136.24,116.78,46.78,712600021,West Willow Woods,ResidentialProperty,43.53077301,-80.28603812
40 Philip Avenue ,"$699,900",['Sold on Sep 28 2021'],"$790,000",4,3,-,1100-1500,51-99 years,Bungalow,Finished,2021,324000,2021,3702.05,103.89,52.99,713110041,Waverley,ResidentialProperty,43.56232345,-80.26057847
40 Queensdale Crescent ,"$649,000",['Sold on Sep 26 2021'],"$781,000",3,3,1,1100-1500,31-50 years,Bungalow-Raised,Finished,2016,384000,2021,4464,100,58.83,712560057,Parkwood Gardens,ResidentialProperty,43.51596558,-80.27436642
407 Starwood Drive ,"$839,900",['Sold on Aug 30 2021'],"$870,000",6,3,2,2000-2500,16-30 years,2-Storey,Finished,2021,381000,2021,4353.34,-,43,714930240,Grange Hill East,ResidentialProperty,43.56949973,-80.23278985
409 Imperial Road South ,"$599,900",['Sold on May 18 2021'],"$660,000",4,3,-,-,-,Bungalow,None,-,-,2021,3478,116.56,49.38,-,West Willow Woods,ResidentialProperty,43.52170995,-80.2727273
41 Paul Avenue ,"$775,000",['Sold on Jul 14 2021'],"$956,500",6,3,1,1100-1500,-,Bungalow,Finished,-,-,2021,4200,153,62,-,Central East,ResidentialProperty,43.5619958,-80.25925762
41 Philip Avenue ,"$775,000",['Sold on Aug 25 2021'],"$765,000",12,3,-,700-1100,-,Bungalow,Full,-,-,2021,3500,93,54,-,Waverley,ResidentialProperty,43.56220858,-80.26039957
41 Regent Street ,"$799,900",['Sold on May 21 2021'],"$837,500",3,2,1,2000-2500,51-99 years,Bungalow-Raised,Finished,-,-,2020,4570,82.5,72,713370030,Two Rivers,ResidentialProperty,43.54933168,-80.24362269
41 Wagoners Trail ,"$1,199,900",['Sold on Aug 29 2021'],"$1,055,000",11,3,-,1500-2000,31-50 years,2-Storey,Finished,2021,557000,2021,6353,228,27,712200169,College,ResidentialProperty,43.50932824,-80.24615513
41 Walman Drive ,"$699,000",['Sold on Oct 19 2021'],"$875,000",6,3,-,-,-,2-Storey,Full,2015,280500,2021,4181.95,122,30,-,Kortright Hills,ResidentialProperty,43.51528513,-80.22784198
41 Wilton Road ,"$974,900",['Sold on Jul 16 2021'],"$1,080,038",4,3,1,1500-2000,16-30 years,2-Storey,Finished,-,-,2021,5061.76,133,36,-,Waverley,ResidentialProperty,43.57752411,-80.26816705
411 Auden Road ,"$749,999",['Sold on Jul 22 2021'],"$690,000",36,2,-,-,16-30 years,Backsplit 4,Finished,-,-,2021,3862.02,-,44,-,Grange Hill East,ResidentialProperty,43.567567,-80.231957
42 Bonar Place ,"$859,900",['Sold on Jul 02 2021'],"$850,000",10,3,-,-,16-30 years,2-Storey,Sep Entrance,2021,391000,2021,4468,125,41.25,-,West Willow Woods,ResidentialProperty,43.52843545,-80.29562191
42 Caledonia Street ,"$1,499,900",['Sold on Nov 05 2021'],"$1,450,000",21,8,2,-,-,1 1/2 Storey,Apartment,2021,654000,2021,7472.66,182.7,59.1,-,Old University,ResidentialProperty,43.530981,-80.238368
42 Oakridge Crescent ,"$1,199,900",['Sold on Nov 18 2021'],"$1,382,500",6,3,-,-,-,2-Storey,Part Fin,-,-,2021,6524,118,53,-,Pine Ridge,ResidentialProperty,43.51312232,-80.19141399
42 Waterloo Avenue ,"$1,100,000",['Sold on Aug 29 2021'],"$1,050,000",12,3,-,2000-2500,-,2-Storey,Unfinished,2021,458000,2021,5233.15,110,33.07,712820056,Central West,ResidentialProperty,43.54024083,-80.25085401
42 Westminster Avenue ,"$779,000",['Sold on Jun 13 2021'],"$850,000",6,3,-,1500-2000,-,2-Storey,Full,-,-,2020,4401.9,130,54.99,713280040,Central East,ResidentialProperty,43.5674363,-80.24725034
43 Old Colony Trail ,"$1,095,000",['Sold on Oct 21 2021'],"$1,150,000",2,3,1,-,31-50 years,2-Storey,Finished,-,-,2021,5850.16,124.91,53.12,-,Kortright Hills,ResidentialProperty,43.51026595,-80.24118755
43 Sinclair Street ,"$749,900",['Sold on Oct 04 2021'],"$863,000",4,3,-,1100-1500,16-30 years,2-Storey,Finished,-,-,2021,4010.56,108,30,-,Pine Ridge,ResidentialProperty,43.50492742,-80.18395964
44 Kipling Avenue ,"$849,000",['Sold on Jun 16 2021'],"$999,999",6,4,-,1500-2000,31-50 years,2-Storey,Finished,2021,488000,2021,5994.68,112,50,712670060,West Willow Woods,ResidentialProperty,43.53168211,-80.29846294
44 Pine Ridge Drive ,"$999,900",['Sold on May 03 2021'],"$1,195,000",6,3,1,2000-2500,16-30 years,2-Storey,Fin W/O,2021,583000,2020,6546.17,108,68.8,711860254,Pine Ridge,ResidentialProperty,43.51291873,-80.19060317
45 Drone Crescent ,"$989,900",['Sold on Oct 20 2021'],"$1,121,900",6,4,-,2000-2500,0-5 years,2-Storey,Finished,2021,459000,2021,5244.58,114,32.41,714860934,West Willow Woods,ResidentialProperty,43.52103455,-80.30665541
45 Grey Oak Drive ,"$1,250,000",['Sold on May 06 2021'],"$1,225,000",14,4,1,-,-,2-Storey,Fin W/O,-,-,2021,6939.34,105,40,-,Pine Ridge,ResidentialProperty,43.5174389,-80.1849942
45 Holland Crescent ,"$1,219,000",['Sold on Jul 06 2021'],"$1,200,000",13,4,-,2000-2500,6-15 years,2-Storey,Finished,2021,604000,2021,6901.35,106,45,711862152,Pine Ridge,ResidentialProperty,43.51608912,-80.18969554
45 Irving Crescent ,"$1,350,000",['Sold on Jun 03 2021'],"$1,305,000",16,5,3,3000-3500,-,2-Storey,Finished,-,-,2020,8892.21,110.31,47.88,-,Clairfields,ResidentialProperty,43.502338,-80.198065
45 Sinclair Street ,"$749,900",['Sold on Jun 01 2021'],"$871,000",5,3,-,1100-1500,16-30 years,2-Storey,Finished,-,-,2021,4353.3,104,30,-,Pine Ridge,ResidentialProperty,43.50484246,-80.18384037
46 Darling Crescent ,"$659,900",['Sold on May 03 2021'],"$805,000",4,3,-,1100-1500,-,2-Storey,Finished,-,-,2020,3983.41,107,23,-,Pine Ridge,ResidentialProperty,43.50513472,-80.18819601
46 Deerpath Drive ,"$789,900",['Sold on Nov 18 2021'],"$898,000",2,3,-,1500-2000,16-30 years,2-Storey,Finished,2021,407000,2021,4650.42,-,39,-,West Willow Woods,ResidentialProperty,43.52597324,-80.27667265
46 Greenwich Drive ,"$749,900",['Sold on May 03 2021'],"$980,000",4,4,-,1500-2000,31-50 years,Backsplit 3,Finished,-,-,2021,5100,-,62,-,West Willow Woods,ResidentialProperty,43.533144,-80.2999694
46 Talbot Street ,"$799,900",['Sold on Sep 14 2021'],"$930,000",8,2,2,-,-,Bungalow,Apartment,-,-,2020,6444.82,94,56,712410087,Old University,ResidentialProperty,43.530674,-80.239312
46 Woodborough Road ,"$999,000",['Sold on Dec 03 2021'],"$1,150,000",8,4,1,-,-,2-Storey,Finished,-,-,2021,5394,-,55,-,Kortright Hills,ResidentialProperty,43.50804037,-80.22778134
47 Carrington Place ,"$849,900",['Sold on Dec 04 2021'],"$870,000",11,3,1,1500-2000,16-30 years,2 1/2 Storey,Finished,-,-,2021,4673.27,150.72,31.32,230806001,Guelph South,ResidentialProperty,43.51292567,-80.20678506
47 Hillcrest Drive ,"$959,900",['Sold on Oct 19 2021'],"$940,000",29,2,1,-,-,Bungalow-Raised,Finished,2021,519000,2021,5918.74,99,39.9,713370056,Two Rivers,ResidentialProperty,43.55088442,-80.24190022
47 Hilldale Crescent ,"$1,099,900",['Sold on Oct 17 2021'],"$1,225,000",3,3,-,2000-2500,16-30 years,2-Storey,Finished,2021,512000,2021,5850,120,56,714900514,Hanlon Creek,ResidentialProperty,43.50690714,-80.22458229
47 Menzie Avenue ,"$499,999",['Sold on Jun 08 2021'],"$640,500",6,3,-,700-1100,-,1 1/2 Storey,Full,-,-,2021,3222.15,80,34,-,Two Rivers,ResidentialProperty,43.54924461,-80.22422433
48 Balmoral Drive ,"$785,000",['Sold on Dec 05 2021'],"$985,000",4,3,1,1100-1500,51-99 years,2-Storey,Finished,-,-,2021,4467.6,110,56.23,713040061,Waverley,ResidentialProperty,43.57510035,-80.25824751
48 Keys Crescent ,"$999,900",['Sold on May 10 2021'],"$1,175,100",4,3,1,1500-2000,6-15 years,Bungalow,Finished,2021,508000,2020,5740,117.32,57.32,714921082,Clairfields,ResidentialProperty,43.500586,-80.199768
48 Sunnylea Crescent ,"$699,900",['Sold on Aug 19 2021'],"$690,000",55,2,1,700-1100,-,Bungalow,Finished,-,-,2021,3953.43,96.58,91.6,-,Waverley,ResidentialProperty,43.55980538,-80.25484558
491 Paisley Road ,"$499,900",['Sold on Jun 11 2021'],"$500,000",14,3,-,-,-,1 1/2 Storey,Full,2021,244000,2021,2788,100,50,712740098,Onward Willow,ResidentialProperty,43.53627463,-80.269438
497 Paisley Road ,"$575,000",['Sold on May 18 2021'],"$570,000",6,2,1,-,-,1 1/2 Storey,Finished,2021,251000,2021,3301,100,50,712740100,Onward Willow,ResidentialProperty,43.5361903,-80.2695545
5 Arbordale Walk ,"$1,199,900",['Sold on Nov 01 2021'],"$1,860,000",7,2,1,1500-2000,6-15 years,Bungalow,Full,-,-,2021,4909,80,50,-,Village,ResidentialProperty,43.53093457,-80.21642886
5 Conrad Court ,"$549,000",['Sold on Oct 18 2021'],"$735,000",6,3,2,700-1100,31-50 years,Bungalow,Finished,2021,302000,2021,3450.68,98,53.12,713470118,Grange Hill East,ResidentialProperty,43.563936,-80.234855
5 Koch Drive ,"$749,900",['Sold on Jun 28 2021'],"$801,000",5,3,1,-,31-50 years,2-Storey,Finished,-,-,2021,4216,161,29,-,Hanlon Creek,ResidentialProperty,43.51516808,-80.2289944
5 Saint Andrew Street ,"$850,000",['Sold on Apr 28 2021'],"$855,000",7,4,1,1500-2000,51-99 years,1 1/2 Storey,Finished,-,-,2020,4211,75,63,-,Exhibition Park,ResidentialProperty,-,-
5 Simcoe Street ,"$615,000",['Sold on Sep 01 2021'],"$606,000",54,3,1,1100-1500,-,1 1/2 Storey,Full,-,-,2020,2942,122.29,44.19,713430091,Two Rivers,ResidentialProperty,43.55288446,-80.22739892
5 Wideman Boulevard ,"$988,800",['Sold on Sep 14 2021'],"$1,095,000",5,3,1,2000-2500,6-15 years,2-Storey,Finished,2021,447000,2021,5152.46,113,31,713581153,Brant,ResidentialProperty,43.5805247,-80.2674155
50 Huron Street ,"$499,900",['Sold on May 22 2021'],"$475,000",23,2,-,700-1100,100+ years,Bungalow,Unfinished,2021,246000,2020,2762.43,74,40,713420013,Central East,ResidentialProperty,43.5490916,-80.238028
512 Whitelaw Road ,"$599,900",['Sold on Jun 04 2021'],"$590,000",9,3,-,-,-,2-Storey,Finished,-,-,2020,3413,100,43,-,West Willow Woods,ResidentialProperty,43.51444286,-80.28101294
516 Paisley Road ,"$574,900",['Sold on Jul 13 2021'],"$575,000",14,4,-,1100-1500,51-99 years,1 1/2 Storey,Crawl Space,-,-,2020,2504,100,49,-,Onward Willow,ResidentialProperty,43.5353374,-80.2701994
517 Starwood Drive ,"$860,000",['Sold on May 28 2021'],"$925,000",3,3,-,1500-2000,6-15 years,2-Storey,Finished,-,-,2021,4730.4,118.57,30.28,-,Grange Hill East,ResidentialProperty,43.57185556,-80.23621259
52 Starview Crescent ,"$739,900",['Sold on Jun 27 2021'],"$745,000",12,3,1,1100-1500,16-30 years,2-Storey,Finished,-,-,2020,3997.32,109.91,31.82,714930351,Grange Hill East,ResidentialProperty,43.56596694,-80.22820255
52 Toronto Street ,"$749,900",['Sold on May 30 2021'],"$725,000",24,3,1,1500-2000,100+ years,2 1/2 Storey,Finished,2021,321000,2020,3686.36,66,33,713400043,Two Rivers,ResidentialProperty,43.5440785,-80.2366302
52 Watt Street ,"$499,900",['Sold on Sep 22 2021'],"$678,910",7,3,-,1100-1500,16-30 years,2-Storey,Finished,-,-,2020,3197,-,60,-,Grange Hill East,ResidentialProperty,43.56641265,-80.23438566
53 Periwinkle Way ,"$779,900",['Sold on May 27 2021'],"$840,000",8,3,1,1100-1500,16-30 years,2-Storey,Finished,-,-,2021,4525,105,33,-,Pine Ridge,ResidentialProperty,43.51032275,-80.19033838
539 Starwood Drive ,"$949,900",['Sold on Jun 24 2021'],"$1,035,000",2,3,-,2000-2500,6-15 years,2-Storey,Finished,-,-,2021,5244.58,114.45,30.28,-,Grange Hill East,ResidentialProperty,43.57285905,-80.23490596
54 Bushmills Crescent ,"$849,900",['Sold on Jul 22 2021'],"$845,000",22,3,-,1500-2000,16-30 years,Backsplit 4,Finished,2021,388000,2021,4641.9,-,30.54,-,West Willow Woods,ResidentialProperty,43.52828215,-80.27792174
54 Clive Avenue ,"$1,050,000",['Sold on Nov 09 2021'],"$1,502,000",6,3,-,-,-,Bungalow,Finished,-,-,2021,5073.18,155,73,-,Waverley,ResidentialProperty,43.56542707,-80.2658397
54 Koch Drive ,"$639,900",['Sold on May 29 2021'],"$660,000",4,3,-,1100-1500,31-50 years,2-Storey,Part Fin,2021,346000,2020,3885.04,112,40,712230166,Guelph South,ResidentialProperty,43.51478369,-80.227278
540 College Avenue West ,"$769,000",['Sold on May 03 2021'],"$725,000",32,3,-,700-1100,31-50 years,Bungalow,Finished,2021,378000,2020,4450,-,54,712500010,College,ResidentialProperty,43.51496033,-80.25569131
541 Starwood Drive ,"$849,900",['Sold on Oct 27 2021'],"$975,000",5,3,1,1500-2000,6-15 years,2-Storey,Full,2021,472000,2021,5393.11,113.83,30.28,713490299,Grange Hill East,ResidentialProperty,43.57294905,-80.23477259
55 Vancouver Drive ,"$749,000",['Sold on May 12 2021'],"$722,000",14,2,2,-,-,Bungalow,Finished,2021,325000,2021,3478,117,60,713290104,Central East,ResidentialProperty,43.5621988,-80.2397615
556 Starwood Drive ,"$989,900",['Sold on Oct 05 2021'],"$1,150,000",7,3,-,-,6-15 years,2-Storey,Fin W/O,-,-,2021,5713.05,108.25,29.8,-,Grange Hill East,ResidentialProperty,43.573711,-80.234007
561 Kortright Road West ,"$679,900",['Sold on Sep 22 2021'],"$791,000",5,3,1,-,31-50 years,Bungalow-Raised,Finished,-,-,2021,3436,110,60,-,Hanlon Creek,ResidentialProperty,43.508878,-80.231376
57 Koch Drive ,"$689,900",['Sold on Oct 04 2021'],"$739,000",3,3,2,1100-1500,31-50 years,2-Storey,Fin W/O,2021,361000,2021,4124.82,106,29.82,712230129,Hanlon Creek,ResidentialProperty,43.51471069,-80.22700358
57 Paul Avenue ,"$780,000",['Sold on May 06 2021'],"$780,000",9,5,-,-,31-50 years,Bungalow,Finished,2021,349000,2020,3918.72,97.4,60.01,713110097,Waverley,ResidentialProperty,43.5628498,-80.2581034
58 Bushmills Crescent ,"$699,900",['Sold on Jun 15 2021'],"$760,000",6,3,1,-,16-30 years,2-Storey,Finished,-,-,2020,4444.75,111.6,30.54,712580175,Parkwood Gardens,ResidentialProperty,43.52814843,-80.27810288
58 Carrington Place ,"$1,099,000",['Sold on Nov 26 2021'],"$1,099,000",14,3,2,-,-,2-Storey,Apartment,-,-,2021,6512.87,145.01,31.17,714920515,Guelph South,ResidentialProperty,43.51258281,-80.20666055
58 Munroe Crescent ,"$999,900",['Sold on Sep 04 2021'],"$1,140,000",5,4,-,2500-3000,16-30 years,2-Storey,Finished,2021,612000,2021,6992,121,39,71492066,Clairfields,ResidentialProperty,43.49937261,-80.19476481
58 Sleeman Avenue ,"$729,900",['Sold on May 20 2021'],"$780,000",9,3,1,700-1100,-,Bungalow,Finished,-,-,2020,3379.75,100,54.99,-,Onward Willow,ResidentialProperty,43.5378571,-80.2746881
59 Porter Drive ,"$999,900",['Sold on Oct 08 2021'],"$990,000",39,3,-,-,-,2-Storey,Finished,-,-,2021,5919,103.47,30.38,-,Pine Ridge,ResidentialProperty,43.50493732,-80.19019567
59 Vanier Drive ,"$899,900",['Sold on May 12 2021'],"$965,000",6,4,-,1500-2000,51-99 years,2-Storey,Finished,2021,452000,2020,5075.25,100,54.99,712470111,Old University,ResidentialProperty,43.52466331,-80.24747088
595 Eramosa Road ,"$689,900",['Sold on Aug 31 2021'],"$685,000",55,5,-,2000-2500,100+ years,2-Storey,Full,-,-,2021,4727.14,-,78.18,-,Grange Hill East,ResidentialProperty,43.568971,-80.247579
6 Bagot Street ,"$699,900",['Sold on Oct 05 2021'],"$725,000",8,2,-,1100-1500,-,2-Storey,Full,-,-,2021,3439,80,44,-,Onward Willow,ResidentialProperty,43.5397412,-80.2647965
6 Hamel Avenue ,"$849,900",['Sold on Jul 05 2021'],"$830,000",41,3,1,700-1100,51-99 years,Bungalow,Finished,-,-,2020,4256,105,65,712940212,Exhibition Park,ResidentialProperty,43.54473117,-80.26540125
6 Mallard Court ,"$849,900",['Sold on Jul 29 2021'],"$905,000",6,3,1,1500-2000,16-30 years,2-Storey,Finished,2021,418000,2021,4776.1,120,34,712150038,Kortright Hills,ResidentialProperty,43.49911764,-80.24124779
6 Princeton Place ,"$850,000",['Sold on Sep 20 2021'],"$1,138,000",7,4,-,2000-2500,31-50 years,2-Storey,Finished,2021,603000,2021,6889.93,111.55,66.44,-,Kortright Hills,ResidentialProperty,43.5206228,-80.22746289
6 Quail Creek Drive ,"$999,900",['Sold on May 11 2021'],"$1,150,000",5,3,1,-,-,2-Storey,Fin W/O,-,-,2020,5513,123,53,-,Kortright Hills,ResidentialProperty,43.4991225,-80.2348544
6 Watt Street ,"$659,900",['Sold on Sep 01 2021'],"$676,500",7,3,-,-,16-30 years,2-Storey,Full,2021,317000,2021,3800,114.62,38.25,713460149,Grange Hill East,ResidentialProperty,43.56817771,-80.23690111
6 Wolfond Crescent ,"$1,299,000",['Sold on May 18 2021'],"$1,280,000",7,1,2,1500-2000,51-99 years,Sidesplit 3,Finished,2021,573000,2021,6433.88,100,70.01,712390024,Old University,ResidentialProperty,43.53458004,-80.24336473
60 Dublin Street North ,"$599,900",['Sold on May 14 2021'],"$620,000",10,3,-,700-1100,100+ years,1 1/2 Storey,Full,2021,350000,2021,3929.95,-,38,-,Central West,ResidentialProperty,43.54312085,-80.25296135
60 Kortright Road East ,"$1,299,900",['Sold on Jun 18 2021'],"$1,332,500",2,2,2,2000-2500,-,Bungaloft,Finished,2021,676000,2021,7724.04,125,61,-,Guelph South,ResidentialProperty,43.52636808,-80.20847903
61 Dean Avenue ,"$1,750,000",['Sold on Oct 25 2021'],"$1,675,000",65,4,-,2500-3000,0-5 years,2-Storey,Unfinished,-,-,2021,0.01,56.5,135,-,Old University,ResidentialProperty,43.5315152,-80.2409381
61 Downey Road ,"$1,299,900",['Sold on Jun 01 2021'],"$1,290,000",5,3,2,2000-2500,31-50 years,2-Storey,Apartment,2021,518000,2020,5918,151,58,-,Kortright Hills,ResidentialProperty,43.50310733,-80.23944389
614 Woolwich Street ,"$699,900",['Sold on Oct 06 2021'],"$860,000",7,4,-,1100-1500,100+ years,2-Storey,Part Fin,-,-,2021,3930.57,109.2,42.09,-,Exhibition Park,ResidentialProperty,43.55757648,-80.26730944
62 Bond Court ,"$824,900",['Sold on Jun 27 2021'],"$970,000",4,3,1,1500-2000,16-30 years,2-Storey,Apartment,-,-,2021,5495.95,165,24,-,West Willow Woods,ResidentialProperty,43.53477145,-80.29842083
62 Cambridge Street ,"$899,900",['Sold on Sep 20 2021'],"$951,000",10,4,-,2000-2500,100+ years,2-Storey,Part Bsmt,-,-,2021,5165,106.08,50,712880028,Central West,ResidentialProperty,43.54220099,-80.2570069
62 Galt Street ,"$649,900",['Sold on Aug 25 2021'],"$645,000",7,3,1,1100-1500,100+ years,1 1/2 Storey,Finished,2021,299000,2021,3416,-,30,-,Onward Willow,ResidentialProperty,43.5362445,-80.256526
62 Guelph Street ,"$779,900",['Sold on Jul 28 2021'],"$780,000",20,3,-,1100-1500,51-99 years,Bungalow,Finished,2021,411000,2020,4614.88,201.98,66.01,712750118,Onward Willow,ResidentialProperty,43.5400395,-80.27004144
62 Keating Street ,"$1,020,000",['Sold on Aug 13 2021'],"$1,000,000",9,4,-,2000-2500,New,2-Storey,Unfinished,-,-,2021,-,100,30,-,Grange Hill East,ResidentialProperty,43.5663365,-80.2182068
62 McArthur Drive ,"$899,999",['Sold on May 15 2021'],"$1,090,000",1,4,-,-,-,2-Storey,Finished,-,-,2020,6900,109.91,39.04,711862197,Pine Ridge,ResidentialProperty,43.50848471,-80.18284059
63 Algoma Drive ,"$649,900",['Sold on Jul 19 2021'],"$630,000",24,3,-,-,-,Bungalow,Full,-,-,2021,3782.04,122.63,49.81,-,Brant,ResidentialProperty,43.57852157,-80.25689939
63 Chillico Drive ,"$899,900",['Sold on Nov 02 2021'],"$1,125,000",7,4,1,-,16-30 years,2-Storey,Finished,2016,423000,2021,4581.86,-,27.33,714860324,West Willow Woods,ResidentialProperty,43.52867803,-80.3059353
63 Derry Street ,"$1,575,000",['Sold on Nov 10 2021'],"$1,525,000",7,4,-,2500-3000,100+ years,2-Storey,Full,-,-,2021,8440,112.2,55.42,-,Waverley,ResidentialProperty,43.5535056,-80.2515404
63 Doyle Drive ,"$849,900",['Sold on Oct 30 2021'],"$865,000",1,3,-,1100-1500,16-30 years,2-Storey,Finished,2021,393000,2020,4256.01,107,30,714920688,Clairfields,ResidentialProperty,43.4980872,-80.1936214
63 Lambert Crescent ,"$779,900",['Sold on Jul 22 2021'],"$775,000",16,4,-,1100-1500,31-50 years,2-Storey,Full,-,-,2021,4353,60,115,-,Old University,ResidentialProperty,43.514012,-80.24932
63 Lyon Avenue ,"$849,900",['Sold on Oct 26 2021'],"$928,500",5,3,-,1500-2000,51-99 years,2 1/2 Storey,Full,2021,457000,2021,5222,114,50,712980165,Exhibition Park,ResidentialProperty,43.548453,-80.264205
632 Woolwich Street ,"$829,900",['Sold on Nov 28 2021'],"$800,000",25,4,-,-,-,2 1/2 Storey,Full,-,-,2021,4993,105,53.34,-,Exhibition Park,ResidentialProperty,43.5658477,-80.2779014
64 Arthur Street North ,"$999,000",['Sold on Nov 08 2021'],"$1,175,000",11,4,-,3000-3500,100+ years,2-Storey,Full,-,-,2021,8123.95,123,66,-,Central East,ResidentialProperty,43.5487989,-80.24539633
64 Laughland Lane ,"$1,000,000",['Sold on Aug 27 2021'],"$1,025,900",6,4,1,2000-2500,6-15 years,2-Storey,Full,2020,543000,2020,6097.03,109.91,36.09,-,Pine Ridge,ResidentialProperty,43.51078798,-80.17662548
64 Milson Crescent ,"$1,149,999",['Sold on Nov 05 2021'],"$1,140,000",30,4,-,2000-2500,16-30 years,2-Storey,Finished,-,-,2021,6135.81,114.83,39.37,-,Kortright Hills,ResidentialProperty,43.50104103,-80.22961257
65 Beaver Meadow Drive ,"$1,199,000",['Sold on Jul 05 2021'],"$1,210,000",10,6,-,2000-2500,-,2-Storey,Fin W/O,-,-,2021,6547.15,115,36,-,Pine Ridge,ResidentialProperty,43.50822106,-80.18541193
65 Gibbs Crescent ,"$899,900",['Sold on Jun 08 2021'],"$1,035,000",5,3,1,2000-2500,16-30 years,2-Storey,Finished,-,-,2020,5609.19,110,41,714920438,Clairfields,ResidentialProperty,43.49953205,-80.19634967
65 Hasler Crescent ,"$1,129,000",['Sold on Dec 02 2021'],"$1,140,000",8,4,1,2000-2500,6-15 years,2-Storey,Finished,2016,516000,2021,5800.52,114.83,30.97,711862275,Pine Ridge,ResidentialProperty,43.5204141,-80.18819847
65 Imperial Road North ,"$879,900",['Sold on May 10 2021'],"$849,000",21,3,1,2000-2500,31-50 years,Sidesplit 3,Full,2021,456000,2021,5200.78,-,56,-,West Willow Woods,ResidentialProperty,43.52980108,-80.29325908
65 Mohawk Drive ,"$574,900",['Sold on Dec 07 2021'],"$685,000",8,3,-,700-1100,51-99 years,Bungalow,Finished,-,-,2021,3634,57,110,-,Brant,ResidentialProperty,43.5763534,-80.2533824
65-67 Ontario Street ,"$648,000",['Sold on May 13 2021'],"$648,000",15,4,-,1100-1500,100+ years,2-Storey,Full,2021,289000,2020,3245.01,132,27.99,713400037,Two Rivers,ResidentialProperty,43.54462628,-80.2378278
653 Grange Road ,"$1,100,000",['Sold on Jun 14 2021'],"$1,100,000",-,4,-,2000-2500,6-15 years,2-Storey,Full,2021,521000,2021,5850,111,40,713560211,Grange Hill East,ResidentialProperty,43.57541745,-80.2161629
66 Milson Crescent ,"$999,999",['Sold on Aug 13 2021'],"$1,100,000",11,4,-,2000-2500,16-30 years,2-Storey,Full,-,-,2021,6068,114.83,39.37,-,Kortright Hills,ResidentialProperty,43.50113154,-80.22974035
66 Revell Drive ,"$849,000",['Sold on Apr 28 2021'],"$900,000",6,4,-,1500-2000,6-15 years,2 1/2 Storey,Full,-,-,2020,5209.99,133,26.81,714921286,Guelph South,ResidentialProperty,43.50975904,-80.19745776
66 Western Avenue ,"$799,900",['Sold on Oct 24 2021'],"$960,000",6,4,1,-,-,Backsplit 3,Finished,-,-,2021,4787.53,107,54,-,Onward Willow,ResidentialProperty,43.54036767,-80.27367825
66 Woodland Glen Drive ,"$799,900",['Sold on Jun 29 2021'],"$902,250",6,3,-,2000-2500,31-50 years,2-Storey,Finished,-,-,2021,5621.64,127,56,-,Kortright Hills,ResidentialProperty,43.50725441,-80.24118745
661 Woolwich Street ,"$685,000",['Sold on Nov 01 2021'],"$640,000",18,2,-,-,-,Bungalow,Part Fin,2021,267000,2021,3050.8,-,35,-,Waverley,ResidentialProperty,43.5592867,-80.2691574
67 Hayward Crescent ,"$899,900",['Sold on May 03 2021'],"$900,000",6,5,-,2000-2500,16-30 years,2-Storey,Apartment,2021,515000,2020,5783,105,55,714920154,Clairfields,ResidentialProperty,43.4973412,-80.1991127
67 King Street ,"$1,249,900",['Sold on May 17 2021'],"$1,350,000",6,3,-,2500-3000,16-30 years,2-Storey,Finished,2021,850000,2021,10021.33,159.39,50,-,Central East,ResidentialProperty,43.55075265,-80.24956047
67 St. Arnaud Street ,"$879,900",['Sold on Nov 19 2021'],"$850,000",16,2,2,1500-2000,51-99 years,2-Storey,Unfinished,2021,379000,2021,4330,100,50,-,Onward Willow,ResidentialProperty,43.53425252,-80.25879926
68 Bagot Street ,"$799,000",['Sold on Aug 09 2021'],"$800,002",81,6,-,2000-2500,100+ years,1 1/2 Storey,Crawl Space,2016,384000,2020,4311,132,88.5,712770009,Onward Willow,ResidentialProperty,43.54127812,-80.26697468
68 Dumbarton Street ,"$599,900",['Sold on Nov 03 2021'],"$805,000",7,3,1,700-1100,51-99 years,Bungalow,Finished,2021,339000,2021,3873.44,120,60.01,713060030,Waverley,ResidentialProperty,43.57201667,-80.25800603
68 Thornhill Drive ,"$739,900",['Sold on May 25 2021'],"$925,000",6,4,-,-,-,Bungalow-Raised,Finished,-,-,2020,3795.2,61.43,57.68,-,West Willow Woods,ResidentialProperty,43.532745,-80.3005174
68 Upton Crescent ,"$609,900",['Sold on Sep 07 2021'],"$675,000",7,3,-,1100-1500,31-50 years,2-Storey,Finished,-,-,2021,3016.49,102,28,713450197,Grange Hill East,ResidentialProperty,43.5618818,-80.2305499
680 Eramosa Road ,"$649,999",['Sold on Apr 29 2021'],"$700,000",7,3,2,1500-2000,-,2-Storey,Finished,-,-,2020,3552.75,-,75,713500053,Brant,ResidentialProperty,43.574001,-80.247144
