ADDRESS,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,BDRMS+,SIZE_SQFT,AGE,STYLE,BSMT,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,PARCEL_NO,COMMUNITY,TYPE,LAT,LON
20 KINGSLEY COURT,1399900,05-Dec-21,1450000,3,5,,3000,99,2-Storey,Finished,2021,905000,2021,9988,,68,713030094,Waverley,ResidentialProperty,43.57263761,-80.26238175
20 LAURINE AVENUE,499800,28-Jun-21,480000,4,1,,700,99,Bungalow,Full,2021,201000,2021,2257,104,35,713240076,Central East,ResidentialProperty,43.55506783,-80.24201914
20 LEACOCK AVENUE,679900,16-Jun-21,670000,12,3,,,,2-Storey,Finished,,,2021,3290.71,100,30.48,-,Grange Hill East,ResidentialProperty,43.56349345,-80.23237891
20 ZECCA DRIVE,849900,05-Jul-21,865000,12,3,,1500,30,2-Storey,Unfinished,,,2021,4673.27,109.91,39.37,-,Pine Ridge,ResidentialProperty,43.51933493,-80.18941091
204 COLLEGE AVENUE WEST,699900,01-Jun-21,693000,22,6,,2500,,2-Storey,Unfinished,,,2020,5334,120,112,-,Old University,ResidentialProperty,43.523435,-80.244128
206 IRONWOOD ROAD,799900,10-May-21,955000,5,3,,1500,,Sidesplit 4,Finished,,,2020,4500,110,58.96,-,Hanlon Creek,ResidentialProperty,43.51158085,-80.23488901
209 ELMIRA ROAD SOUTH,750000,21-Oct-21,850000,2,3,1,1500,30,2-Storey,Full,,,2021,4216,109.91,50.52,-,West Willow Woods,ResidentialProperty,43.52047566,-80.28642774
21 BUCKTHORN CRESCENT,769900,21-Jul-21,772000,6,2,1,,30,Backsplit 3,Finished,2021,354000,2021,4040.84,,45.14,-,Grange Hill East,ResidentialProperty,43.56950491,-80.22362821
21 GREY OAK DRIVE,999900,21-Sep-21,1210000,7,3,,1500,30,2-Storey,Finished,2021,493000,2021,5633.06,104.99,45.77,711861128,Pine Ridge,ResidentialProperty,43.51642651,-80.18641549
21 LAW DRIVE,799000,15-Nov-21,983000,2,3,1,1500,30,2-Storey,Finished,,,2021,4101.99,116.2,32.7,-,Grange Hill East,ResidentialProperty,43.56771065,-80.21881117
21 MELROSE PLACE,899900,07-Jul-21,1066000,2,4,1,1500,30,2-Storey,Finished,2021,456000,2020,5120.16,113,38.55,712580436,West Willow Woods,ResidentialProperty,43.52649217,-80.27139593
21 MORRIS STREET,747000,14-May-21,725000,24,3,,1100,50,2-Storey,Finished,2021,313000,2021,3515,168,35,-,Central East,ResidentialProperty,43.55077697,-80.2363501
21 MUNROE CRESCENT,849900,11-Sep-21,925000,2,3,1,1500,30,Backsplit 3,Finished,2021,444000,2021,5073.18,104.99,40.35,714920637,Clairfields,ResidentialProperty,43.49998386,-80.19348505
21 PARKER PLACE,849900,13-Nov-21,922000,2,3,,,30,2-Storey,Finished,,,2021,4342,138,43,713580748,Waverley,ResidentialProperty,43.57707938,-80.26567482
210 COLLEGE AVENUE EAST,1299900,30-Aug-21,1320000,6,3,3,2000,99,Bungalow,Finished,2021,794000,2021,9072,209,70,-,Old University,ResidentialProperty,43.53755181,-80.22551344
210 GOODWIN DRIVE,999000,07-Dec-21,1110000,5,3,1,2000,15,2-Storey,Finished,2021,457000,2021,5221.72,117.26,37.73,711862803,Pine Ridge,ResidentialProperty,43.51384812,-80.17550456
211 COUNTRY CLUB DRIVE,799900,17-Sep-21,870000,3,3,,1500,30,2-Storey,Finished,,,2021,4101,137,36,-,Waverley,ResidentialProperty,43.57732623,-80.26681425
217 FLEMING ROAD,1199900,16-Nov-21,1301000,6,4,,2000,5,2-Storey,Unfinished,2021,515000,2021,5984.48,115,31,713561087,Grange Hill East,ResidentialProperty,43.5725142,-80.211146
218 SUMMERFIELD DRIVE,999900,08-Jun-21,1245000,7,3,1,2000,15,2-Storey,Finished,,,2020,7392,104.32,41.01,711860550,Pine Ridge,ResidentialProperty,43.5186554,-80.1819115
219 DUFFERIN STREET,689000,21-Oct-21,857000,3,3,,,,1 1/2 Storey,Full,,,2021,4715.94,129.25,37.99,71310008,Exhibition Park,ResidentialProperty,43.55757333,-80.2647022
219 ELMIRA ROAD SOUTH,899000,09-Nov-21,1150000,1,4,1,,,2-Storey,Finished,,,2021,5140,109.91,50.52,712540010,West Willow Woods,ResidentialProperty,43.5199023,-80.2849716
219 SUMMIT RIDGE DRIVE,989000,17-Nov-21,1250000,6,3,,2000,15,2-Storey,Finished,,,2021,5655.91,,38.66,713490315,Grange Hill East,ResidentialProperty,43.571571,-80.235725
22 ATTO DRIVE,874900,31-Jul-21,950000,2,3,1,2000,15,2-Storey,Finished,2021,517000,2020,5846.28,114.86,39.37,713570369,Brant,ResidentialProperty,43.581119,-80.2566487
22 BUCKTHORN CRESCENT,899900,03-Jun-21,900000,8,3,,2500,30,Bungaloft,Fin W/O,,,2021,5815.88,137,33,-,Grange Hill East,ResidentialProperty,43.56933318,-80.22373554
22 CHAD PLACE,579300,01-Jun-21,653000,5,4,,1500,50,2-Storey,Full,2021,404,2021,4516.28,113.75,39.97,712650024,West Willow Woods,ResidentialProperty,43.53868075,-80.28742048
22 YOUNG STREET,1195000,29-Jun-21,1331000,5,4,1,2500,5,2-Storey,Finished,2021,738000,2021,8432,109.84,44.06,-,Old University,ResidentialProperty,43.5277475,-80.2441274
221 ARTHUR STREET NORTH,464900,08-Sep-21,851000,12,2,,700,100,1 1/2 Storey,Crawl Space,,,2020,3559.41,128,70,-,Waverley,ResidentialProperty,43.5517471,-80.2530025
222 CARRINGTON DRIVE,899900,18-Oct-21,975000,5,3,,1100,,2-Storey,Full,,,2021,4970.35,104.99,30.18,-,Hanlon Creek,ResidentialProperty,43.51519862,-80.21064775
226 PAISLEY STREET,699000,09-Jun-21,692500,8,3,1,1100,99,1 1/2 Storey,Full,2021,392000,2021,4401,,42.47,-,Two Rivers,ResidentialProperty,43.54109705,-80.26109566
228 LIVERPOOL STREET,759500,17-May-21,750000,3,3,,1500,99,2-Storey,Full,,,2020,4828.88,121.44,44.48,-,Central West,ResidentialProperty,43.54250481,-80.26231335
23 BEAVER MEADOW DRIVE,949900,02-Jul-21,977500,15,3,1,1500,30,2-Storey,Fin W/O,,,2020,5735.27,112,36,-,Pine Ridge,ResidentialProperty,43.50991377,-80.18752459
23 DEVERE DRIVE,745600,28-Jun-21,830000,3,3,1,1100,,Bungalow,Finished,,,2021,5347,140,55.02,-,Old University,ResidentialProperty,43.51573697,-80.2520272
23 DOYLE DRIVE,799900,11-May-21,809000,29,2,,1100,30,Bungalow,Finished,,,2021,4135,106,46,-,Clairfields,ResidentialProperty,43.4993243,-80.1919704
23 ELIOT PLACE,529900,04-Sep-21,641250,7,3,,700,50,Bungalow,Full,,,2021,3260,100.61,21.7,-,Grange Hill East,ResidentialProperty,43.5660204,-80.23821329
23 MULLIN DRIVE,799000,02-Jun-21,780000,16,3,,1500,15,2-Storey,Finished,,,2021,2066.03,114.83,29.53,-,Brant,ResidentialProperty,43.5813532,-80.2597909
230 ALMA STREET NORTH,675000,21-Jul-21,702000,7,3,,,99,Bungalow,Finished,,,2021,3496,100,53,-,Onward Willow,ResidentialProperty,43.54220735,-80.27162248
231 GOODWIN DRIVE,929900,11-Jun-21,1010000,1,4,,1500,,2-Storey,Finished,2016,465000,2021,5256,105.73,33.94,-,Pine Ridge,ResidentialProperty,43.51275,-80.175557
236 SUMMERFIELD DRIVE,1149900,14-Jul-21,1200000,14,3,1,2000,30,2-Storey,Finished,,,2021,6284.35,105,40,-,Pine Ridge,ResidentialProperty,43.51880718,-80.18170882
24 BENNETT AVENUE,799900,01-Jun-21,760000,19,4,,1100,99,2-Storey,Finished,,,2021,3717,102,51,-,Two Rivers,ResidentialProperty,43.55745182,-80.24578296
24 CADILLAC DRIVE,799900,22-May-21,775000,8,3,1,700,99,Bungalow,Finished,,,2020,4938,100,67,713250017,Two Rivers,ResidentialProperty,43.55797698,-80.246506
24 GLENBROOK DRIVE,729000,28-Jun-21,900000,5,3,1,,50,Bungalow-Raised,Finished,2021,343000,2020,3851,110,55.09,713580596,Waverley,ResidentialProperty,43.57536457,-80.26460143
24 RIDGEWOOD AVENUE,710000,12-Jun-21,700000,3,3,,700,,Bungalow,Fin W/O,2021,318000,2021,3633.5,143,42,-,Onward Willow,ResidentialProperty,43.5373519,-80.2708187
24 VALLEYHAVEN LANE,799900,07-Sep-21,851500,5,3,1,1500,15,Backsplit 4,Full,,,2021,3793.46,115,31.17,-,Grange Hill East,ResidentialProperty,43.55964433,-80.22044337
240 DUBLIN STREET NORTH,1525000,04-Oct-21,1360000,32,5,,,,3-Storey,Full,,,2021,6352.91,138,60,-,Exhibition Park,ResidentialProperty,43.548258,-80.257945
240 SUMMERFIELD DRIVE,1200000,01-Sep-21,1175000,33,4,,2000,30,2-Storey,Fin W/O,2021,514000,2021,5873.01,105,46,711860539,Pine Ridge,ResidentialProperty,43.5156042,-80.1859542
241 STEPHANIE DRIVE,849900,17-Sep-21,965133,2,4,,2000,50,2-Storey,Finished,,,2021,5266,,56.23,712590051,West Willow Woods,ResidentialProperty,43.5240484,-80.2751485
249 FARLEY DRIVE,989900,16-May-21,1105000,1,4,,2000,30,2-Storey,Finished,,,2021,6455.74,,54,-,Pine Ridge,ResidentialProperty,43.510783,-80.188319
25 BOULDER CRESCENT,799900,09-May-21,840000,6,3,1,1500,,2-Storey,Fin W/O,,,2020,5313,104.99,29.53,-,Clairfields,ResidentialProperty,43.4949496,-80.19779118
25 FOXWOOD CRESCENT,995800,14-Jul-21,1250000,5,4,2,2000,50,2-Storey,Finished,,,2021,6135,81.81,123.26,-,Kortright Hills,ResidentialProperty,43.50276168,-80.24097495
25 PONDVIEW CRESCENT,1275000,01-Jun-21,1280000,7,4,1,,,Sidesplit 4,Apartment,,,2020,7298.47,113.92,50,-,Waverley,ResidentialProperty,43.57423426,-80.27056252
25 RAGLAN STREET,689900,13-May-21,790000,3,2,1,,99,2-Storey,Apartment,,,2021,3402.21,132,31,-,Onward Willow,ResidentialProperty,43.53975429,-80.26294761
25 RICHARDSON STREET,789900,24-Nov-21,798000,36,4,,1500,99,2-Storey,Unfinished,2021,378000,2021,4319.06,213.22,40.68,713390110,Two Rivers,ResidentialProperty,43.54299309,-80.23964761
250 ELMIRA ROAD SOUTH,769900,30-Aug-21,950000,6,4,,1500,50,2-Storey,Finished,,,2021,4810.38,103.35,50.98,712540080,Onward Willow,ResidentialProperty,43.51924591,-80.28261914
253 MACALISTER BOULEVARD,1289000,26-May-21,1280000,6,4,1,,5,2-Storey,Fin W/O,,,2020,6400,85.89,34.12,-,Kortright Hills,ResidentialProperty,43.5291853,-80.2000243
26 HIGH PARK DRIVE,699000,20-Sep-21,788000,3,3,,700,99,Bungalow,Full,2021,374000,2021,4273,121,55,712450029,Old University,ResidentialProperty,43.53140383,-80.24828323
26 PINETREE DRIVE,829900,08-Nov-21,960000,6,3,,1100,50,Bungalow-Raised,Finished,2021,376000,2021,4296,105,50,712540545,West Willow Woods,ResidentialProperty,43.52375585,-80.28322818
26 VISTA TERRACE,749900,23-Aug-21,850000,6,4,,,,Bungalow-Raised,Finished,,,2021,4490.45,107,40,713580420,Waverley,ResidentialProperty,43.57523172,-80.2683643
26 WIDEMAN BOULEVARD,899900,11-May-21,892000,12,3,,1500,15,2-Storey,Finished,,,2021,4502.59,115.5,31.43,-,Waverley,ResidentialProperty,43.58177027,-80.26601692
261 WATER STREET,599900,27-Sep-21,740000,5,3,2,1100,99,Backsplit 3,Part Bsmt,,,2021,3579.4,,56.04,-,Old University,ResidentialProperty,43.5307234,-80.2526047
27 BATHGATE DRIVE,1149000,23-Sep-21,1281000,9,3,,2000,50,2-Storey,Full,2021,575000,2021,6558,104.13,62.34,715040056,Village,ResidentialProperty,43.52147118,-80.2078883
27 BAXTER DRIVE,1499900,06-May-21,1510000,6,4,1,2500,15,2-Storey,Finished,2021,734000,2021,8241.72,117.29,52.58,-,Clairfields,ResidentialProperty,43.51502925,-80.17889994
27 CLYTHE CREEK DRIVE,719900,30-Aug-21,815000,7,3,,1500,30,2-Storey,Finished,2021,,2021,4562.67,109.96,31.17,-,Grange Hill East,ResidentialProperty,43.571427,-80.21826
27 ELGINFIELD DRIVE,999900,13-Nov-21,1175027,4,2,2,,,Bungalow,Finished,,,2021,6055.83,123.2,70,-,Grange Hill East,ResidentialProperty,43.5673945,-80.242046
27 EMENY LANE,1399900,03-Sep-21,1350000,44,4,1,3000,5,2-Storey,Full,,,2021,2800,100,49,-,Guelph South,ResidentialProperty,43.5180321,-80.2013607
27 GREEN STREET,1199900,04-Dec-21,1326000,39,4,,2500,100,2-Storey,Part Bsmt,,,2021,,,63,71292023,Exhibition Park,ResidentialProperty,43.54795443,-80.25588473
271 WEST ACRES DRIVE,795900,10-Aug-21,795900,7,3,,1100,,2-Storey,Full,2021,340000,2021,4079.93,100,50,712540362,Parkwood Gardens,ResidentialProperty,43.52044395,-80.27568423
273 ARTHUR STREET NORTH,849000,24-Aug-21,1040000,5,3,1,,99,Bungalow,Full,2016,531000,2021,6067.25,180.31,100.89,713190361,Central East,ResidentialProperty,43.55408717,-80.25524857
28 BLUERIDGE COURT,899900,15-Nov-21,999000,5,3,,,,Sidesplit 5,Fin W/O,,,2021,4924.64,181.85,39.79,712640092,West Willow Woods,ResidentialProperty,43.53631278,-80.28599192
28 EASTVIEW ROAD,699900,23-Sep-21,833000,6,3,1,1500,99,2-Storey,Finished,,,2021,4547.58,108,51.86,71348016,Grange Hill East,ResidentialProperty,43.566462,-80.24015353
28 ISLINGTON AVENUE,749900,17-Jul-21,780000,2,3,1,1100,50,Backsplit 4,Full,2021,384000,2021,4387.62,,40,713580665,Brant,ResidentialProperty,43.57826774,-80.26214062
28 WALMAN DRIVE,649000,26-Jun-21,649000,5,4,,1100,30,2-Storey,Finished,2021,331000,2021,3782,123.73,38.65,712230098,Kortright Hills,ResidentialProperty,43.515522,-80.228621
286 MACALISTER BOULEVARD,1050000,06-Oct-21,1101000,14,4,,2000,5,2-Storey,Full,2021,532000,2021,6079,,29,715050919,Village,ResidentialProperty,43.5291853,-80.2000243
288 MACALISTER BOULEVARD,1089900,03-Dec-21,1115000,16,3,1,,5,2-Storey,Finished,,,2021,5587.36,,28.51,-,Village,ResidentialProperty,43.5291853,-80.2000243
29 JULIA DRIVE,850000,26-Oct-21,990000,12,3,,1100,99,Bungalow,Part Fin,,,2021,3473.53,127,60,-,Onward Willow,ResidentialProperty,43.54227047,-80.26985544
29 KORTRIGHT ROAD EAST,1100000,03-Sep-21,1220000,2,4,2,2500,,2-Storey,Finished,,,2020,7073.91,133.21,64.97,-,Guelph South,ResidentialProperty,43.524133,-80.210773
29 MCTAGUE STREET,1419000,28-Jun-21,1370000,26,3,,,,Bungalow,Full,2021,591000,2020,6044.26,124,59,712990111,Exhibition Park,ResidentialProperty,43.5502304,-80.25859095
29 MERGANSER DRIVE,1235000,19-Aug-21,1100000,30,4,,2000,,Backsplit 4,Finished,,,2021,5210.3,138.83,47.89,-,Kortright Hills,ResidentialProperty,43.49725863,-80.24035358
29 WESTRA DRIVE,999900,17-Jun-21,1225000,3,4,,2500,15,2-Storey,Unfinished,2021,603000,2020,6770,129.27,49.29,714860798,West Willow Woods,ResidentialProperty,43.5232033,-80.30365688
291 WATERLOO AVENUE,599900,24-Nov-21,753000,7,3,,700,99,1 1/2 Storey,Full,2021,333000,2021,3804.89,,50.43,712800097,Onward Willow,ResidentialProperty,43.5336477,-80.2583486
3 BRAID PLACE,1299000,04-May-21,1505000,8,5,,2500,99,Bungalow,Full,2021,768000,2021,8623,164,132.28,712370085,Old University,ResidentialProperty,43.53481009,-80.23453691
3 FLANDERS ROAD,699900,05-Jul-21,825000,7,3,1,,,Bungalow,Full,,,2021,4480,,96,-,Old University,ResidentialProperty,43.514848,-80.245449
3 FRANCHETTO BOULEVARD,819000,28-Jun-21,788000,14,3,,,99,Bungalow,Finished,,,2020,3783.98,100.91,40,-,Central East,ResidentialProperty,43.556753,-80.2370515
3 HANEY DRIVE,949999,31-Jul-21,961000,3,2,2,1100,30,Bungalow,Finished,,,2021,5598.78,104.99,49.87,-,Pine Ridge,ResidentialProperty,43.50980929,-80.18672472
3 KEATS CRESCENT,899900,19-Aug-21,1243300,7,3,,1500,50,Sidesplit 3,Finished,2021,579000,2021,6615.71,131,50,-,Hanlon Creek,ResidentialProperty,43.51851431,-80.2204728
3 LINCOLN CRESCENT,699000,02-Jun-21,770000,6,3,,1100,99,1 1/2 Storey,Full,2021,366000,2021,4181.95,,84,713270036,Central East,ResidentialProperty,43.56308557,-80.24683393
3 MONTICELLO CRESCENT,1199000,02-Jun-21,1050000,54,4,2,2000,99,2-Storey,Finished,2021,626000,2020,7028.99,135,88.68,715050085,Kortright Hills,ResidentialProperty,43.525759,-80.221104
3 PEARSON STREET,799900,28-May-21,900000,3,3,,2000,15,2 1/2 Storey,Full,2021,476000,2021,5438.82,108,30.23,-,Pine Ridge,ResidentialProperty,43.50885,-80.18048833
3 SIMMONDS DRIVE,799900,05-May-21,891000,7,3,,1500,15,2-Storey,Full,,,2021,4682,114.83,36.58,-,Waverley,ResidentialProperty,43.57896162,-80.26987224
3 TEAL DR,985000,31-May-21,1125000,19,5,,,30,2-Storey,Finished,,,2020,6815.65,131,39,-,Kortright Hills,ResidentialProperty,43.49734138,-80.23349612
30 BORLAND DRIVE,889900,29-Jun-21,981100,4,4,,1500,30,2-Storey,Part Fin,,,2021,5130,,45.24,-,Clairfields,ResidentialProperty,43.49867264,-80.1981603
30 RODGERS ROAD,629000,12-Mar-21,631000,8,3,1,,30,2-Storey,Finished,,,2021,3604,112.49,30.18,714900639,Kortright Hills,ResidentialProperty,43.51394813,-80.2157212
303 AUDEN ROAD,629900,22-Nov-21,800000,5,2,,700,50,Bungalow,Finished,2016,331000,2021,3900,,32.48,714930148,Grange Hill East,ResidentialProperty,43.56335586,-80.22890886
31 BEAVER MEADOW DRIVE,1039900,02-Jun-21,1020000,28,3,1,1500,30,2-Storey,Fin W/O,,,2021,5267.2,111.55,36.09,-,Clairfields,ResidentialProperty,43.5096564,-80.1871799
31 TRAILBROOK LANE,700000,22-Jun-21,740000,6,3,,1500,30,2-Storey,Finished,2021,335000,2021,3827.74,102,30,713440198,Grange Hill East,ResidentialProperty,43.56132573,-80.22358855
31 WAVERLEY DRIVE,1124000,26-Oct-21,1200000,5,3,1,,,Bungalow,Finished,,,2021,6272.92,110,75,713080108,Waverley,ResidentialProperty,43.56792648,-80.26541656
31 WOODLAND GLEN DRIVE,999900,26-May-21,1211000,5,2,2,2000,,2-Storey,Fin W/O,,,2021,7168.22,132,58,-,Kortright Hills,ResidentialProperty,43.50781533,-80.24482969
32 CHELTONWOOD AVENUE,729900,19-Jul-21,775000,4,3,,1100,,Sidesplit 3,Full,2021,339000,2021,3873.44,103,75,713480208,Grange Hill East,ResidentialProperty,43.56785196,-80.24091524
32 CREIGHTON AVENUE,969000,01-Nov-21,1100000,4,3,,1500,15,2-Storey,Apartment,,,2021,4918.98,119.5,44.42,-,Grange Hill East,ResidentialProperty,43.5720528,-80.2266566
32 DARNELL ROAD,849900,10-Apr-21,820000,29,3,,1500,,2 1/2 Storey,Finished,,,2021,5010,104.4,30.92,-,Kortright Hills,ResidentialProperty,43.515059,-80.210903
32 MCLACHLIN PLACE,899900,29-Sep-21,1042000,7,3,2,1500,30,2-Storey,Full,,,2021,4947,115,45,-,West Willow Woods,ResidentialProperty,,
32 MCNULTY LANE,1425000,03-May-21,1600000,6,4,,2500,15,2-Storey,Part Fin,,,2020,7939,105,64,-,Pine Ridge,ResidentialProperty,43.51645971,-80.18403231
32 RYDER AVENUE,1475000,10-May-21,1475000,94,2,1,1500,0,Bungalow,Sep Entrance,,,2020,1785.32,121,47,-,Kortright Hills,ResidentialProperty,43.5162465,-80.2123403
324 VICTORIA ROAD NORTH,650000,22-Aug-21,695000,9,3,,700,99,Bungalow,Apartment,,,2021,3444.66,115,53,-,Waverley,ResidentialProperty,43.5728525,-80.2533394
33 FLANDERS ROAD,899900,19-Nov-21,893000,17,4,,1500,99,Sidesplit 4,Finished,,,2021,4030,110,60,-,Old University,ResidentialProperty,43.513063,-80.247691
33 HYLAND ROAD,999999,17-Oct-21,1075000,27,3,2,,,Backsplit 4,Finished,,,2021,5324,125,50,-,Brant,ResidentialProperty,43.57124819,-80.2452641
33 MCILWRAITH CRESCENT,619900,11-Jun-21,620000,7,2,1,,,Backsplit 4,Finished,,,2021,3004,120,30,-,Grange Hill East,ResidentialProperty,43.56532529,-80.23653249
33 PEER DRIVE,978000,25-May-21,1060000,12,3,1,,,2-Storey,Finished,,,2020,5681.58,,32.38,-,Kortright Hills,ResidentialProperty,43.49827946,-80.22813965
33 SAMUEL DRIVE,1099900,11-Sep-21,1095000,32,3,2,2000,15,2-Storey,Apartment,,,2021,5713,112,54,-,Pine Ridge,ResidentialProperty,43.51342452,-80.17442111
33 VANCOUVER DRIVE,649000,07-Sep-21,600000,53,2,,700,99,1 1/2 Storey,Full,,,2021,3279,,47.01,-,Central East,ResidentialProperty,43.56103283,-80.23851985
330 EXHIBITION STREET,1085000,12-Aug-21,1085000,28,3,1,1500,0,2-Storey,Apartment,,,2021,,100,36,712970411,Exhibition Park,ResidentialProperty,43.55550906,-80.26911977
339 WEST ACRES DRIVE,699900,31-May-21,910000,7,3,1,1100,50,Bungalow-Raised,Finished,2021,377000,2021,4307.64,,61,-,West Willow Woods,ResidentialProperty,43.51616545,-80.28012481
34 BAILEY AVENUE,750000,12-Jun-21,745000,4,3,,,,2-Storey,Finished,,,2020,3900,104.5,30.05,-,June Avenue,ResidentialProperty,43.55881331,-80.27406672
34 ERAMOSA ROAD,699900,03-Jun-21,695000,1,3,,1100,100,2-Storey,Full,,,2021,3812.05,,36.38,-,Central East,ResidentialProperty,43.55062433,-80.25045162
34 ERVIN CRESCENT,699900,22-May-21,825000,1,4,1,,,2-Storey,Finished,,,2021,4224,103.07,48.59,712220156,Kortright Hills,ResidentialProperty,43.5103851,-80.2316785
34 MUSKOKA DRIVE,749900,12-Aug-21,855500,7,3,,1100,50,Bungalow-Raised,Part Bsmt,2021,350000,2021,3990,120,47,713530134,Brant,ResidentialProperty,43.58026145,-80.25322668
342 WEST ACRES DRIVE,775000,10-Nov-21,980000,12,3,,2000,50,Sidesplit 4,Finished,,,2021,4788,98,51.79,-,West Willow Woods,ResidentialProperty,43.51591038,-80.28007776
346 KATHLEEN STREET,699900,09-Nov-21,925000,5,3,,700,99,Bungalow,Finished,2021,340000,2021,3884.87,120,60.01,712960122,June Avenue,ResidentialProperty,43.55680503,-80.274332
35 ASPEN VALLEY CRESCENT,899000,13-Oct-21,911000,9,4,2,1500,50,2-Storey,Finished,,,2020,4200,45.93,75.21,712210021,Kortright Hills,ResidentialProperty,43.511946,-80.238115
35 MELROSE PLACE,899900,10-Nov-21,928000,7,3,,1500,,Backsplit 3,Finished,,,2021,4647,,38.55,-,West Willow Woods,ResidentialProperty,43.52577323,-80.27207097
35 MOSS PLACE,820000,16-Aug-21,795000,25,3,1,1100,30,2-Storey,Finished,2021,377000,2021,4307.64,110,30,712290039,Kortright Hills,ResidentialProperty,43.515101,-80.21780199
35 RIDGEWAY AVENUE,999900,11-May-21,1300000,5,5,1,,,Bungalow,Finished,,,2020,6995,185,82,-,Pine Ridge,ResidentialProperty,43.51368492,-80.19364955
355 IMPERIAL ROAD SOUTH,799000,28-Aug-21,843000,10,3,1,,,Bungalow,Finished,2021,324000,2021,3702.05,109,51,712540530,Parkwood Gardens,ResidentialProperty,43.5233851,-80.27669155
357 KATHLEEN STREET,800000,,800000,12,3,2,1100,30,Bungalow,Part Fin,,,2020,4603,131.23,42.22,713020074,June Avenue,ResidentialProperty,43.55768421,-80.27526678
357 STARWOOD DRIVE,949900,13-Oct-21,949900,7,3,,1500,30,2-Storey,Fin W/O,2020,453000,2021,5176.02,110,45.34,714930261,Grange Hill East,ResidentialProperty,43.56826617,-80.22910733
36 SUGARBUSH PLACE,1099900,22-Jul-21,1095000,8,3,,2500,50,Other,Full,2021,660000,2020,7410.76,131,39.93,712660024,Onward Willow,ResidentialProperty,43.5367079,-80.2949242
36 WOODRIDGE DRIVE,749900,24-Oct-21,841500,3,3,,1100,50,Bungalow-Raised,Finished,,,2021,4147.67,100,54.99,-,Parkwood Gardens,ResidentialProperty,43.5153756,-80.282188
364 YORK ROAD,679900,30-May-21,700000,10,3,,1100,,2-Storey,Half,,,2021,4706,100,39,-,Village,ResidentialProperty,43.5487764,-80.2284644
367 STEPHANIE DRIVE,799900,04-Aug-21,810000,6,3,,1500,30,Sidesplit 4,Finished,,,2021,4591.73,110,52,-,West Willow Woods,ResidentialProperty,43.5216644,-80.28662164
37 ARBORDALE WALK,879900,06-Oct-21,1450000,7,4,,1500,30,Bungalow,Finished,2021,420120,2021,4800.33,,50,-,Village,ResidentialProperty,43.5292748,-80.21664404
37 COLUMBUS CRESCENT,949900,12-Oct-21,1200000,,4,,,,2-Storey,Full,2021,568000,2021,8100,114.67,60.01,-,Kortright Hills,ResidentialProperty,43.51980225,-80.2189525
37 DOYLE DRIVE,799900,13-Oct-21,825000,6,3,,1100,30,2-Storey,Finished,,,2021,4627,106,41,-,Clairfields,ResidentialProperty,43.4987816,-80.1926899
37 HILLCREST DRIVE,879000,08-May-21,850000,8,1,2,700,,Bungalow,Part Fin,,,2020,2941.85,112,50,-,Two Rivers,ResidentialProperty,43.55048639,-80.24134587
37 JUNE AVENUE,825000,16-May-21,795000,40,3,,,,Bungalow-Raised,Finished,,,2020,3875,104,64,-,Exhibition Park,ResidentialProperty,43.55411417,-80.27571386
37 KOCH DRIVE,749000,06-Aug-21,750000,13,3,,1100,50,2-Storey,Full,,,2021,3999.13,130.48,28,-,Hanlon Creek,ResidentialProperty,43.51442574,-80.22796089
37 TRIMBLE CRESCENT,1149000,08-Jun-21,1290000,5,3,,2000,15,2-Storey,Finished,2021,539000,2021,6158.66,,32,-,Grange Hill East,ResidentialProperty,43.57150191,-80.2262339
37 YOUNGMAN DRIVE,799900,18-May-21,872500,5,3,,1500,50,2-Storey,Finished,,,2020,4637.34,108.27,54.13,-,Kortright Hills,ResidentialProperty,43.51870529,-80.22711653
373 SPEEDVALE AVENUE EAST,869900,08-Dec-21,975000,6,3,2,,,Bungalow,Finished,,,2021,3952.4,120,52,-,Two Rivers,ResidentialProperty,43.5685239,-80.2540522
375 YORK ROAD,599000,22-Jul-21,585000,26,2,2,700,99,Bungalow,Finished,2021,,2020,2986.76,159,37.99,712370390,Two Rivers,ResidentialProperty,43.54863663,-80.22814607
38 BAXTER DRIVE,1199500,30-Aug-21,1360777,5,3,,,15,2-Storey,Finished,,,2021,6488.23,111.73,40.09,-,Pine Ridge,ResidentialProperty,43.51528397,-80.17887107
38 CAMM CRESCENT,949000,21-Sep-21,1023000,8,3,1,1500,30,2-Storey,Finished,,,2020,5131.39,103.6,26.69,71186043,Pine Ridge,ResidentialProperty,43.51226949,-80.19010363
38 CREIGHTON AVENUE,949999,17-May-21,995000,3,3,,,,2-Storey,Finished,2021,441000,2020,4951.73,114,43.9,-,Grange Hill East,ResidentialProperty,43.57220027,-80.22626117
38 CROSSINGHAM DRIVE,650000,13-Jul-21,675000,6,3,1,1100,50,2-Storey,Finished,2021,316000,2021,3610.64,105,30,712540758,West Willow Woods,ResidentialProperty,43.52369006,-80.28449679
38 DEERPATH DRIVE,849000,06-Nov-21,1068000,2,4,,,,2-Storey,Finished,,,2021,5667.34,113,51.32,-,West Willow Woods,ResidentialProperty,43.52579373,-80.27620067
