,FID,GPID,address,shp__area,DA_ID,pop_2016,pop_2011,pop_chng_p,pop_dens,land_area,dwell_dens,0_14_yrs,15_64_yrs,65_plus_yr,20_24_yrs,20_24_pct,0_14_pct,15_64_pct,65_pls_pct,pop_age_av,dwellings,s_d_h,s_d_h_pct,hs_size_av,dwl_chld,dwl_chld_p,ave_inc,median_val,ave_val,owner,owner_pct,rentr,rentr_pct,own_30pls,rnt_30pls,rent_av,highr_ed,bach,bach_pct,mast,mast_pct,doct,doct_pct,unemployme,commute,transit,transit_p,walk,walk_pct,bicyc,bicyc_pct,mvrs_1yr_p,mvrs_3yr_p,noise_km,bark_km,bylaw_km,other_km,total_km,school_sco,trees_km,ws_ave,bs_ave,n_hood,ADDRESS,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,SIZE_SQFT,AGE,STYLE,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,LAT,LON
1675,4493,2000011918,2 ERVIN CRESCENT,23807.6328125,35230183.0,409.0,453.0,-9.7,2664.5,0.2,1360.0,40.0,295.0,80.0,35.0,8.5,9.8,72.0,19.5,44.0,165.0,155.0,93.9,2.5,60.0,36.4,67077.0,400002.0,387082.0,145.0,87.9,25.0,15.2,0.0,0.0,0.0,375.0,120.0,32.0,25.0,6.7,10.0,2.7,3.6,255.0,25.0,9.8,20.0,7.8,0.0,0.0,13.9,22.8,116.852,4.10055017,7.2206955,552.93505859,681.10400391,5.98,62.2413725833,38.25,48.766,Hanlon Creek,2 ERVIN CRESCENT,699900.0,"September 14, 2021",892000.0,6.0,3.0,1100.0,50.0,Storey,,,2021.0,4216.24,102.88,74.46,43.511456,-80.232696
1717,17071,2000011949,206 IRONWOOD ROAD,36267.22265625,35230183.0,409.0,453.0,-9.7,2664.5,0.2,1360.0,40.0,295.0,80.0,35.0,8.5,9.8,72.0,19.5,44.0,165.0,155.0,93.9,2.5,60.0,36.4,67077.0,400002.0,387082.0,145.0,87.9,25.0,15.2,0.0,0.0,0.0,375.0,120.0,32.0,25.0,6.7,10.0,2.7,3.6,255.0,25.0,9.8,20.0,7.8,0.0,0.0,13.9,22.8,121.936,4.89557219,8.02422047,620.48126221,755.33374023,5.98,73.1368728651,41.453,50.547,Hanlon Creek,206 IRONWOOD ROAD,799900.0,"May 10, 2021",955000.0,5.0,3.0,1500.0,,Sidesplit,,,2020.0,4500.0,110.0,58.96,43.51158085,-80.23488901
1786,6247,2000011895,731 SCOTTSDALE DRIVE,30820.71875,35230183.0,409.0,453.0,-9.7,2664.5,0.2,1360.0,40.0,295.0,80.0,35.0,8.5,9.8,72.0,19.5,44.0,165.0,155.0,93.9,2.5,60.0,36.4,67077.0,400002.0,387082.0,145.0,87.9,25.0,15.2,0.0,0.0,0.0,375.0,120.0,32.0,25.0,6.7,10.0,2.7,3.6,255.0,25.0,9.8,20.0,7.8,0.0,0.0,13.9,22.8,126.328,4.00570536,7.57440805,548.18743896,686.0914917,5.98,30.3704656781,51.254,60.079,Hanlon Creek,731 SCOTTSDALE DRIVE,684900.0,"May 26, 2021",785000.0,9.0,3.0,,,Storey,,,2020.0,4135.88,105.0,51.98,43.512785,-80.234311
1789,3363,2000011984,747 SCOTTSDALE DRIVE,30820.71875,35230183.0,409.0,453.0,-9.7,2664.5,0.2,1360.0,40.0,295.0,80.0,35.0,8.5,9.8,72.0,19.5,44.0,165.0,155.0,93.9,2.5,60.0,36.4,67077.0,400002.0,387082.0,145.0,87.9,25.0,15.2,0.0,0.0,0.0,375.0,120.0,32.0,25.0,6.7,10.0,2.7,3.6,255.0,25.0,9.8,20.0,7.8,0.0,0.0,13.9,22.8,118.988,3.94408417,7.31269741,554.71679688,684.9574585,5.98,30.3704656781,46.796,56.648,Hanlon Creek,747 SCOTTSDALE DRIVE,747500.0,"July 25, 2021",716000.0,12.0,3.0,,,Bungalow,,,2021.0,3964.85,105.0,50.98,43.5123272,-80.23256647
1858,19072,2000000215,35 ASPEN VALLEY CRESCENT,20421.78515625,35230182.0,435.0,459.0,-5.2,2837.6,0.2,1586.7,50.0,335.0,50.0,85.0,19.5,11.5,77.0,11.5,36.4,170.0,105.0,61.8,2.6,50.0,29.4,51473.0,399536.99999999994,388339.00000000006,80.0,57.1,55.0,39.3,0.0,45.5,979.0,315.0,70.0,22.2,15.0,4.8,10.0,3.2,12.8,190.0,10.0,5.3,20.0,10.5,10.0,5.3,32.4,45.1,90.331,4.02929831,6.870749,601.96984863,703.1986084,5.98,13.1550325135,27.328,35.164,Hanlon Creek,35 ASPEN VALLEY CRESCENT,899000.0,"October 13, 2021",911000.0,9.0,4.0,1500.0,50.0,Storey,,,2020.0,4200.0,45.93,75.21,43.511946,-80.238115
1915,9137,2000011989,34 ERVIN CRESCENT,40756.53125,35230183.0,409.0,453.0,-9.7,2664.5,0.2,1360.0,40.0,295.0,80.0,35.0,8.5,9.8,72.0,19.5,44.0,165.0,155.0,93.9,2.5,60.0,36.4,67077.0,400002.0,387082.0,145.0,87.9,25.0,15.2,0.0,0.0,0.0,375.0,120.0,32.0,25.0,6.7,10.0,2.7,3.6,255.0,25.0,9.8,20.0,7.8,0.0,0.0,13.9,22.8,83.027,3.4270103,5.33058548,483.66809082,575.45025635,5.98,69.8764796513,34.235,42.235,Hanlon Creek,34 ERVIN CRESCENT,699900.0,"May 22, 2021",825000.0,1.0,4.0,,,Storey,,,2021.0,4224.0,103.07,48.59,43.5103851,-80.2316785
1954,29483,2000011900,40 ERVIN CRESCENT,40756.53125,35230183.0,409.0,453.0,-9.7,2664.5,0.2,1360.0,40.0,295.0,80.0,35.0,8.5,9.8,72.0,19.5,44.0,165.0,155.0,93.9,2.5,60.0,36.4,67077.0,400002.0,387082.0,145.0,87.9,25.0,15.2,0.0,0.0,0.0,375.0,120.0,32.0,25.0,6.7,10.0,2.7,3.6,255.0,25.0,9.8,20.0,7.8,0.0,0.0,13.9,22.8,74.141,3.08374667,4.82446814,448.54284668,530.58996582,5.98,69.8764796513,30.515,39.652,Hanlon Creek,40 ERVIN CRESCENT,899900.0,"November 22, 2021",1015000.0,5.0,4.0,,,Storey,,,2021.0,4890.0,,28.5,43.510183,-80.231422
1975,25368,2000003868,57 KOCH DRIVE,13586.95703125,35230187.0,518.0,518.0,0.0,1134.2,0.5,626.1,70.0,415.0,35.0,100.0,19.4,13.6,80.6,6.8,34.1,185.0,150.0,81.1,2.8,70.0,37.8,61169.0,376295.00000000006,378152.99999999994,115.0,67.6,60.0,35.3,0.0,66.7,1493.0,445.0,135.0,30.3,25.0,5.6,10.0,2.2,5.7,285.0,15.0,5.3,30.0,10.5,0.0,0.0,15.2,38.4,91.275,1.96367371,4.49513721,436.15646362,533.88635254,5.98,0.0,43.265,58.429,Hanlon Creek,57 KOCH DRIVE,689900.0,"October 04, 2021",739000.0,3.0,3.0,1100.0,50.0,Storey,2021.0,361000.0,2021.0,4124.82,106.0,29.82,43.51471069,-80.22700358
2085,22227,2000009444,77 MCELDERRY ROAD,19551.1171875,35230189.0,483.0,498.0,-3.0,2985.2,0.2,1350.0,60.0,345.0,75.0,55.0,11.3,12.4,71.1,15.5,41.5,180.0,150.0,83.3,2.6,85.0,47.2,64221.0,450056.0,462860.0,150.0,81.1,35.0,18.9,0.0,0.0,1450.0,460.0,190.0,41.3,45.0,9.8,15.0,3.3,8.300000000000002,305.0,30.0,9.8,55.0,18.0,0.0,0.0,13.3,23.5,44.557,1.88996947,2.57621503,393.43585205,442.45483398,5.98,22.2357735262,39.51,61.824,Campus Estates,77 MCELDERRY ROAD,850000.0,"July 13, 2021",955000.0,6.0,3.0,1500.0,50.0,Sidesplit,,,2020.0,5500.0,114.83,54.95,43.515554,-80.22139
2266,26682,2000026925,179 HARVARD ROAD,37542.01171875,35230188.0,395.0,457.0,-13.6,2741.2,0.1,1428.6,60.0,280.0,55.0,35.0,8.9,15.2,70.9,13.9,39.8,145.0,125.0,86.2,2.7,75.0,51.7,65216.0,401400.99999999994,432186.0,105.0,80.8,20.0,15.4,0.0,0.0,1613.0,280.0,100.0,35.7,20.0,7.1,20.0,7.1,4.5,160.0,0.0,0.0,10.0,6.3,0.0,0.0,11.6,27.5,62.72,0.99878198,3.55882597,343.85205078,411.1262207,5.98,18.8068286511,35.949,48.339,Campus Estates,179 HARVARD ROAD,739988.0,"August 17, 2021",820000.0,10.0,4.0,1100.0,50.0,Bungalow,,,2021.0,4090.54,108.27,54.46,43.51753688,-80.22554025
2346,17955,2000009394,38 KEATS CRESCENT,29041.94921875,35230189.0,483.0,498.0,-3.0,2985.2,0.2,1350.0,60.0,345.0,75.0,55.0,11.3,12.4,71.1,15.5,41.5,180.0,150.0,83.3,2.6,85.0,47.2,64221.0,450056.0,462860.0,150.0,81.1,35.0,18.9,0.0,0.0,1450.0,460.0,190.0,41.3,45.0,9.8,15.0,3.3,8.300000000000002,305.0,30.0,9.8,55.0,18.0,0.0,0.0,13.3,23.5,48.468,2.35900044,3.10365534,242.46324158,296.39163208,5.98,48.170818752,41.657,49.313,Campus Estates,38 KEATS CRESCENT,1125000.0,"August 09, 2021",1150000.0,14.0,4.0,1500.0,50.0,Backsplit,2021.0,587000.0,2021.0,6707.6,105.0,51.0,43.51715007,-80.21908016
2468,11787,2000009540,3 KEATS CRESCENT,41577.8046875,35230189.0,483.0,498.0,-3.0,2985.2,0.2,1350.0,60.0,345.0,75.0,55.0,11.3,12.4,71.1,15.5,41.5,180.0,150.0,83.3,2.6,85.0,47.2,64221.0,450056.0,462860.0,150.0,81.1,35.0,18.9,0.0,0.0,1450.0,460.0,190.0,41.3,45.0,9.8,15.0,3.3,8.300000000000002,305.0,30.0,9.8,55.0,18.0,0.0,0.0,13.3,23.5,35.207,1.64235449,2.54143929,125.82763672,165.213974,5.98,48.170818752,40.068,37.186,Campus Estates,3 KEATS CRESCENT,899900.0,"August 19, 2021",1243300.0,7.0,3.0,1500.0,50.0,Sidesplit,2021.0,579000.0,2021.0,6615.71,131.0,50.0,43.51851431,-80.2204728
2525,29915,2000035019,37 YOUNGMAN DRIVE,22664.7265625,35230188.0,395.0,457.0,-13.6,2741.2,0.1,1428.6,60.0,280.0,55.0,35.0,8.9,15.2,70.9,13.9,39.8,145.0,125.0,86.2,2.7,75.0,51.7,65216.0,401400.99999999994,432186.0,105.0,80.8,20.0,15.4,0.0,0.0,1613.0,280.0,100.0,35.7,20.0,7.1,20.0,7.1,4.5,160.0,0.0,0.0,10.0,6.3,0.0,0.0,11.6,27.5,54.464,1.1743238,3.89786172,355.59585571,415.12857056,5.98,26.4772474558,45.021,49.396,Campus Estates,37 YOUNGMAN DRIVE,799900.0,"May 18, 2021",872500.0,5.0,3.0,1500.0,50.0,Storey,,,2020.0,4637.34,108.27,54.13,43.51870529,-80.22711653
2574,9082,2000029899,99 KORTRIGHT ROAD WEST,57265.92578125,35230190.0,500.0,494.0,1.2,2873.6,0.2,1182.4,80.0,310.0,110.0,45.0,9.0,16.0,62.0,22.0,42.1,185.0,170.0,91.9,2.7,85.0,46.0,85677.0,500175.00000000006,492488.99999999994,175.0,87.5,25.0,12.5,11.4,0.0,0.0,460.0,200.0,43.5,65.0,14.1,15.0,3.3,4.5,310.0,30.0,9.7,15.0,4.8,20.0,6.5,5.4,24.3,64.181,3.6356554,3.40391588,280.85913086,352.07919312,5.98,23.7971469908,47.833,65.0,Campus Estates,99 KORTRIGHT ROAD WEST,699000.0,"July 20, 2021",803600.0,8.0,3.0,,,Bungalow,,,2021.0,3999.13,120.0,50.0,43.51752928,-80.21619633
2644,33315,2000029859,39 KRON DRIVE,67595.15625,35230190.0,500.0,494.0,1.2,2873.6,0.2,1182.4,80.0,310.0,110.0,45.0,9.0,16.0,62.0,22.0,42.1,185.0,170.0,91.9,2.7,85.0,46.0,85677.0,500175.00000000006,492488.99999999994,175.0,87.5,25.0,12.5,11.4,0.0,0.0,460.0,200.0,43.5,65.0,14.1,15.0,3.3,4.5,310.0,30.0,9.7,15.0,4.8,20.0,6.5,5.4,24.3,44.933,2.45500875,2.89741969,215.20019531,265.48428345,5.98,34.014156171,45.712,60.121,Campus Estates,39 KRON DRIVE,899900.0,"September 29, 2021",896900.0,14.0,4.0,1500.0,50.0,Sidesplit,2021.0,461000.0,2021.0,5267.43,105.0,52.0,43.51807387,-80.21825911
2679,22158,2000029722,37 COLUMBUS CRESCENT,92957.04296875,35230190.0,500.0,494.0,1.2,2873.6,0.2,1182.4,80.0,310.0,110.0,45.0,9.0,16.0,62.0,22.0,42.1,185.0,170.0,91.9,2.7,85.0,46.0,85677.0,500175.00000000006,492488.99999999994,175.0,87.5,25.0,12.5,11.4,0.0,0.0,460.0,200.0,43.5,65.0,14.1,15.0,3.3,4.5,310.0,30.0,9.7,15.0,4.8,20.0,6.5,5.4,24.3,32.072,1.82601655,2.39629912,120.67527771,156.96791077,5.98,35.8524068437,41.608,51.529,Campus Estates,37 COLUMBUS CRESCENT,949900.0,"October 12, 2021",1200000.0,,4.0,,,Storey,2021.0,568000.0,2021.0,8100.0,114.67,60.01,43.51980225,-80.2189525
2797,6278,2000035006,6 PRINCETON PLACE,101409.03125,35230280.0,278.0,300.0,-7.3,1560.0,0.2,583.3,35.0,205.0,40.0,25.0,9.1,12.7,74.5,14.5,42.3,95.0,85.0,89.5,2.9,45.0,47.4,104603.0,573571.0,572548.0,95.0,95.0,10.0,10.0,0.0,0.0,0.0,225.0,100.0,44.4,20.0,8.9,10.0,4.400000000000001,14.8,100.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,11.3,37.428,0.87629384,3.85625124,444.48678589,486.64425659,5.98,29.9982560069,43.667,39.364,Campus Estates,6 PRINCETON PLACE,850000.0,"September 20, 2021",1138000.0,7.0,4.0,2000.0,50.0,Storey,2021.0,603000.0,2021.0,6889.93,111.55,66.44,43.5206228,-80.22746289
3086,26097,2000020459,21 MUNROE CRESCENT,21932.9453125,35230503.0,859.0,825.0,4.1,5128.4,0.2,1605.9,175.0,615.0,65.0,90.0,10.5,20.3,71.5,7.6,34.8,265.0,210.0,79.3,3.2,160.0,60.4,63207.0,473122.0,475264.0,240.0,88.9,30.0,11.1,18.8,0.0,996.0,705.0,225.0,31.9,50.0,7.1,15.0,2.1,5.6,480.0,15.0,3.1,10.0,2.1,10.0,2.1,8.9,25.8,31.735,6.13724136,1.87595809,489.44943237,529.19567871,7.68,1.60004423491,30.753,28.827,The Clairfields,21 MUNROE CRESCENT,849900.0,"September 11, 2021",925000.0,2.0,3.0,1500.0,30.0,Backsplit,2021.0,444000.0,2021.0,5073.18,104.99,40.35,43.49998386,-80.19348505
3107,22177,2000020319,65 GIBBS CRESCENT,18868.84375,35230503.0,859.0,825.0,4.1,5128.4,0.2,1605.9,175.0,615.0,65.0,90.0,10.5,20.3,71.5,7.6,34.8,265.0,210.0,79.3,3.2,160.0,60.4,63207.0,473122.0,475264.0,240.0,88.9,30.0,11.1,18.8,0.0,996.0,705.0,225.0,31.9,50.0,7.1,15.0,2.1,5.6,480.0,15.0,3.1,10.0,2.1,10.0,2.1,8.9,25.8,17.24,5.55479527,1.0169102,266.81506348,290.62677002,7.68,0.0,45.883,53.714,The Clairfields,65 GIBBS CRESCENT,899900.0,"June 08, 2021",1035000.0,5.0,3.0,2000.0,30.0,Storey,,,2020.0,5609.19,110.0,41.0,43.49953205,-80.19634967
3137,30255,2000020089,154 CLAIRFIELDS DRIVE WEST,22030.792968749996,35230504.0,514.0,531.0,-3.2,5019.5,0.1,1610.0,110.0,360.0,40.0,40.0,7.8,21.4,69.9,7.8,35.5,160.0,150.0,93.8,3.2,105.0,65.6,77468.0,500000.99999999994,593132.0,140.0,84.8,20.0,12.1,17.2,0.0,0.0,445.0,160.0,36.0,35.0,7.9,20.0,4.5,7.4,285.0,25.0,8.800000000000002,10.0,3.5,0.0,0.0,7.3,26.4,8.219,2.7808125,1.13854349,254.06568909,266.20697021,7.68,0.0,27.538,50.275,The Clairfields,154 CLAIRFIELDS DRIVE WEST,899999.0,"May 31, 2021",880000.0,11.0,3.0,2000.0,30.0,Backsplit,,,2020.0,5313.13,110.0,40.0,43.4982691,-80.19917983
3215,14904,2000020888,30 BORLAND DRIVE,14800.5390625,35230504.0,514.0,531.0,-3.2,5019.5,0.1,1610.0,110.0,360.0,40.0,40.0,7.8,21.4,69.9,7.8,35.5,160.0,150.0,93.8,3.2,105.0,65.6,77468.0,500000.99999999994,593132.0,140.0,84.8,20.0,12.1,17.2,0.0,0.0,445.0,160.0,36.0,35.0,7.9,20.0,4.5,7.4,285.0,25.0,8.800000000000002,10.0,3.5,0.0,0.0,7.3,26.4,9.836,3.63009548,0.94514954,229.92819214,244.34121704,7.68,0.0,39.098,44.109,The Clairfields,30 BORLAND DRIVE,889900.0,"June 29, 2021",981100.0,4.0,4.0,1500.0,30.0,Storey,,,2021.0,5130.0,,45.24,43.49867264,-80.1981603
3325,27664,2000020296,48 KEYS CRESCENT,7529.109375000001,35230500.0,1232.0,1180.0,4.400000000000001,1132.5,1.1,418.3,260.0,850.0,125.0,120.0,9.7,21.1,68.8,10.1,35.1,385.0,255.0,66.2,3.2,195.0,50.7,78605.0,598175.0,580889.0,285.0,80.3,70.0,19.7,17.5,64.3,1426.0,870.0,320.0,36.8,75.0,8.6,45.0,5.2,6.8,530.0,45.0,8.5,0.0,0.0,0.0,0.0,12.7,38.0,8.842,2.19845414,0.33576959,161.62365723,173.00105286,7.68,0.0,31.259,42.0,The Clairfields,48 KEYS CRESCENT,999900.0,"May 10, 2021",1175100.0,4.0,3.0,1500.0,15.0,Bungalow,2021.0,508000.0,2020.0,5740.0,117.32,57.32,43.500586,-80.199768
3380,16721,2000020370,45 IRVING CRESCENT,20265.43359375,35230500.0,1232.0,1180.0,4.400000000000001,1132.5,1.1,418.3,260.0,850.0,125.0,120.0,9.7,21.1,68.8,10.1,35.1,385.0,255.0,66.2,3.2,195.0,50.7,78605.0,598175.0,580889.0,285.0,80.3,70.0,19.7,17.5,64.3,1426.0,870.0,320.0,36.8,75.0,8.6,45.0,5.2,6.8,530.0,45.0,8.5,0.0,0.0,0.0,0.0,12.7,38.0,14.41,3.79839325,0.52651888,182.30430603,201.03923035,7.68,0.0,28.612,50.269,The Clairfields,45 IRVING CRESCENT,1350000.0,"June 03, 2021",1305000.0,16.0,5.0,3000.0,,Storey,,,2020.0,8892.21,110.31,47.88,43.502338,-80.198065
3395,26793,2000019788,193 DAWN AVENUE,15485.84765625,35230500.0,1232.0,1180.0,4.400000000000001,1132.5,1.1,418.3,260.0,850.0,125.0,120.0,9.7,21.1,68.8,10.1,35.1,385.0,255.0,66.2,3.2,195.0,50.7,78605.0,598175.0,580889.0,285.0,80.3,70.0,19.7,17.5,64.3,1426.0,870.0,320.0,36.8,75.0,8.6,45.0,5.2,6.8,530.0,45.0,8.5,0.0,0.0,0.0,0.0,12.7,38.0,28.998,4.0589118,2.54056692,444.53530884,480.13174438,7.68,2.55806233701,20.274,34.919,The Clairfields,193 DAWN AVENUE,1599900.0,"June 28, 2021",1615000.0,10.0,4.0,2500.0,30.0,Storey,2021.0,686000.0,2021.0,7838.3,190.0,50.0,43.504605,-80.195359
3552,10537,2000020193,69 REVELL DRIVE,4331.4453125,35230500.0,1232.0,1180.0,4.400000000000001,1132.5,1.1,418.3,260.0,850.0,125.0,120.0,9.7,21.1,68.8,10.1,35.1,385.0,255.0,66.2,3.2,195.0,50.7,78605.0,598175.0,580889.0,285.0,80.3,70.0,19.7,17.5,64.3,1426.0,870.0,320.0,36.8,75.0,8.6,45.0,5.2,6.8,530.0,45.0,8.5,0.0,0.0,0.0,0.0,12.7,38.0,71.488,3.01151752,3.74916482,623.38049316,701.62701416,8.0,0.0,19.776,39.119,The Clairfields,69 REVELL DRIVE,849900.0,"May 15, 2021",1000000.0,2.0,3.0,,,Other,,,2021.0,5176.0,105.0,45.0,43.50946354,-80.19746572
3569,30924,2000020272,75 REVELL DRIVE,4331.4453125,35230500.0,1232.0,1180.0,4.400000000000001,1132.5,1.1,418.3,260.0,850.0,125.0,120.0,9.7,21.1,68.8,10.1,35.1,385.0,255.0,66.2,3.2,195.0,50.7,78605.0,598175.0,580889.0,285.0,80.3,70.0,19.7,17.5,64.3,1426.0,870.0,320.0,36.8,75.0,8.6,45.0,5.2,6.8,530.0,45.0,8.5,0.0,0.0,0.0,0.0,12.7,38.0,67.684,3.00602221,3.63538456,594.70336914,669.02667236,8.0,0.0,20.5,45.16,The Clairfields,75 REVELL DRIVE,849900.0,"June 01, 2021",849900.0,15.0,3.0,1100.0,15.0,Storey,,,2020.0,4513.31,106.0,40.03,43.50904887,-80.19753186
3671,29763,2000020195,66 REVELL DRIVE,9037.37890625,35230500.0,1232.0,1180.0,4.400000000000001,1132.5,1.1,418.3,260.0,850.0,125.0,120.0,9.7,21.1,68.8,10.1,35.1,385.0,255.0,66.2,3.2,195.0,50.7,78605.0,598175.0,580889.0,285.0,80.3,70.0,19.7,17.5,64.3,1426.0,870.0,320.0,36.8,75.0,8.6,45.0,5.2,6.8,530.0,45.0,8.5,0.0,0.0,0.0,0.0,12.7,38.0,64.503,2.97659135,3.49976635,574.5300293,645.50653076,8.0,0.0,18.041,37.204,The Clairfields,66 REVELL DRIVE,849000.0,"April 28, 2021",900000.0,6.0,4.0,1500.0,15.0,Storey,,,2020.0,5209.99,133.0,26.81,43.50975904,-80.19745776
3757,4862,2000020329,67 HAYWARD CRESCENT,11718.63671875,35230501.0,547.0,547.0,0.0,203.5,2.7,65.8,110.0,400.0,35.0,45.0,8.2,20.0,72.7,6.4,34.8,175.0,160.0,91.4,3.1,105.0,60.0,73996.0,449260.99999999994,497884.99999999994,150.0,90.9,15.0,9.1,17.2,0.0,0.0,395.0,125.0,31.6,20.0,5.1,0.0,0.0,3.2,280.0,0.0,0.0,15.0,5.4,0.0,0.0,5.9,33.7,7.932,2.49599361,1.16488898,263.79385376,275.38964844,7.68,0.0,25.0,47.146,The Clairfields,67 HAYWARD CRESCENT,899900.0,"May 03, 2021",900000.0,6.0,5.0,2000.0,30.0,Storey,2021.0,515000.0,2020.0,5783.0,105.0,55.0,43.4973412,-80.1991127
3764,14313,2000020638,25 BOULDER CRESCENT,13187.484375,35230501.0,547.0,547.0,0.0,203.5,2.7,65.8,110.0,400.0,35.0,45.0,8.2,20.0,72.7,6.4,34.8,175.0,160.0,91.4,3.1,105.0,60.0,73996.0,449260.99999999994,497884.99999999994,150.0,90.9,15.0,9.1,17.2,0.0,0.0,395.0,125.0,31.6,20.0,5.1,0.0,0.0,3.2,280.0,0.0,0.0,15.0,5.4,0.0,0.0,5.9,33.7,7.362,2.2601552,1.22807205,282.53457642,293.38821411,7.68,0.0,20.967,42.484,The Clairfields,25 BOULDER CRESCENT,799900.0,"May 09, 2021",840000.0,6.0,3.0,1500.0,,Storey,,,2020.0,5313.0,104.99,29.53,43.4949496,-80.19779118
3875,17936,2000020157,37 DOYLE DRIVE,21088.09375,35230503.0,859.0,825.0,4.1,5128.4,0.2,1605.9,175.0,615.0,65.0,90.0,10.5,20.3,71.5,7.6,34.8,265.0,210.0,79.3,3.2,160.0,60.4,63207.0,473122.0,475264.0,240.0,88.9,30.0,11.1,18.8,0.0,996.0,705.0,225.0,31.9,50.0,7.1,15.0,2.1,5.6,480.0,15.0,3.1,10.0,2.1,10.0,2.1,8.9,25.8,26.279,5.91746616,1.66840363,446.23928833,480.10235596,7.68,0.0,35.778,45.319,The Clairfields,37 DOYLE DRIVE,799900.0,"October 13, 2021",825000.0,6.0,3.0,1100.0,30.0,Storey,,,2021.0,4627.0,106.0,41.0,43.4987816,-80.1926899
3878,16975,2000020710,63 DOYLE DRIVE,21088.09375,35230503.0,859.0,825.0,4.1,5128.4,0.2,1605.9,175.0,615.0,65.0,90.0,10.5,20.3,71.5,7.6,34.8,265.0,210.0,79.3,3.2,160.0,60.4,63207.0,473122.0,475264.0,240.0,88.9,30.0,11.1,18.8,0.0,996.0,705.0,225.0,31.9,50.0,7.1,15.0,2.1,5.6,480.0,15.0,3.1,10.0,2.1,10.0,2.1,8.9,25.8,16.751,5.5095067,1.24272025,303.61749268,327.12008667,7.68,0.0,45.649,60.622,The Clairfields,63 DOYLE DRIVE,849900.0,"October 30, 2021",865000.0,1.0,3.0,1100.0,30.0,Storey,2021.0,393000.0,2020.0,4256.01,107.0,30.0,43.4980872,-80.1936214
3899,22014,2000020699,58 MUNROE CRESCENT,12514.6328125,35230503.0,859.0,825.0,4.1,5128.4,0.2,1605.9,175.0,615.0,65.0,90.0,10.5,20.3,71.5,7.6,34.8,265.0,210.0,79.3,3.2,160.0,60.4,63207.0,473122.0,475264.0,240.0,88.9,30.0,11.1,18.8,0.0,996.0,705.0,225.0,31.9,50.0,7.1,15.0,2.1,5.6,480.0,15.0,3.1,10.0,2.1,10.0,2.1,8.9,25.8,20.917,6.16082907,0.95998716,267.68960571,295.72680664,7.68,1.60004423491,47.848,58.879,The Clairfields,58 MUNROE CRESCENT,999900.0,"September 04, 2021",1140000.0,5.0,4.0,2500.0,30.0,Storey,2021.0,612000.0,2021.0,6992.0,121.0,39.0,43.49937261,-80.19476481
3910,28409,2000019729,23 DOYLE DRIVE,4145.63671875,35230503.0,859.0,825.0,4.1,5128.4,0.2,1605.9,175.0,615.0,65.0,90.0,10.5,20.3,71.5,7.6,34.8,265.0,210.0,79.3,3.2,160.0,60.4,63207.0,473122.0,475264.0,240.0,88.9,30.0,11.1,18.8,0.0,996.0,705.0,225.0,31.9,50.0,7.1,15.0,2.1,5.6,480.0,15.0,3.1,10.0,2.1,10.0,2.1,8.9,25.8,31.093,5.31784296,2.22331047,541.09991455,579.73205566,7.68,0.0,30.7,37.7,The Clairfields,23 DOYLE DRIVE,799900.0,"May 11, 2021",809000.0,29.0,2.0,1100.0,30.0,Bungalow,,,2021.0,4135.0,106.0,46.0,43.4993243,-80.1919704
4001,18522,2000004146,93 TEAL DRIVE,1533.265625,35230496.0,1058.0,980.0,8.0,288.7,3.7,93.4,215.0,730.0,115.0,80.0,7.5,20.3,68.9,10.8,37.4,335.0,255.0,76.1,3.2,200.0,59.7,89951.0,536546.0,533582.0,315.0,92.6,20.0,5.9,9.5,0.0,0.0,820.0,325.0,39.6,65.0,7.9,15.0,1.8,1.5,600.0,15.0,2.5,0.0,0.0,0.0,0.0,8.5,31.0,7.763,0.36154494,0.89709747,78.74118805,87.76319122,6.53,0.0,12.673,42.654,Kortright Hills,93 TEAL DRIVE,898000.0,"August 19, 2021",898000.0,14.0,3.0,1500.0,30.0,Backsplit,2016.0,430000.0,2021.0,4913.22,131.46,32.81,43.49764541,-80.22726588
4008,19560,2000004105,107 TEAL DRIVE,3671.91015625,35230496.0,1058.0,980.0,8.0,288.7,3.7,93.4,215.0,730.0,115.0,80.0,7.5,20.3,68.9,10.8,37.4,335.0,255.0,76.1,3.2,200.0,59.7,89951.0,536546.0,533582.0,315.0,92.6,20.0,5.9,9.5,0.0,0.0,820.0,325.0,39.6,65.0,7.9,15.0,1.8,1.5,600.0,15.0,2.5,0.0,0.0,0.0,0.0,8.5,31.0,6.536,0.24974802,0.71356112,67.36073303,74.85958862,6.53,0.0,11.857,41.714,Kortright Hills,107 TEAL DRIVE,999999.0,"September 18, 2021",1175000.0,3.0,3.0,2000.0,30.0,Storey,,,2021.0,6238.0,131.0,40.0,43.49780905,-80.2263334
